Temperature,Revenue
16.37957324,376.5544719
20.55667911,477.8417185
21.32239237,520.4703098
26.94363797,654.1974057
22.63473505,518.2161052
33.25089892,782.0125497
8.991760111,250.1317278
26.87495294,634.5847506
21.35802411,488.1708088
22.00987431,520.8534562
29.12912778,652.0054081
16.19129752,383.9562396
35.35976059,796.5176848
11.18775682,293.9263927
16.55584289,414.423028
30.33033167,691.9580059
12.90066587,339.1095829
19.81463838,471.7015569
20.93460766,499.4583433
23.59102806,542.6080704
16.55794796,401.9247923
30.66659556,680.0271205
9.81251047,258.2868099
31.57998903,715.1246952
25.42216523,608.9363452
25.24114819,574.7106486
26.87358624,615.9266502
21.42455778,533.3243245
23.9638795,578.3604354
10.4471261,278.3098441
5.822332345,186.4764868
16.14582413,395.2737497
23.95931178,537.113833
9.782380752,228.9010303
23.97593152,603.2329422
10.09664458,272.8570213
22.38760374,493.1154676
27.32232277,612.8037704
20.24734584,437.2519927
23.15300185,506.4937476
15.75395072,409.4938476
27.57296049,562.7924633
18.77682968,402.3984607
22.65313582,532.05402
17.99302022,413.9140669
13.11245224,332.1501054
24.80257679,563.3012801
18.60275025,472.5493427
25.8659433,596.9842407
26.25074588,596.8891052
13.36431317,268.9291794
21.54045905,528.1162401
27.12812867,627.6508336
26.9441229,618.1720908
38.14633277,850.2469822
4.236464973,118.8121496
9.403479209,278.0627594
20.15334527,449.1128688
19.72133149,448.9304429
19.19495126,463.0656143
19.17204498,474.832244
36.11656147,824.9543567
23.41086133,553.1196514
29.91930886,696.6401775
32.00436506,675.807151
29.76822349,695.8512979
11.13270573,288.1581451
23.38514451,506.4321353
27.70505923,618.4572771
15.04792332,367.0523757
6.352459369,191.6233119
14.2635406,334.4337199
25.42294716,583.7597813
24.72715441,538.1796842
16.30012497,394.1686196
18.14895234,473.5681122
18.57811922,427.1383693
32.33480808,747.9632701
7.561124941,212.4835594
31.47122432,691.5165411
28.33536277,632.901914
17.63693676,448.5499609
21.70395288,521.6728037
18.46290678,437.8287103
32.47979434,706.7246037
17.36073198,405.2503868
21.00704512,503.0842679
23.57711325,570.9909316
30.76273994,706.3649044
22.6785601,543.9850584
28.85519147,641.0253891
9.651495249,274.6789209
18.50623116,420.9664529
5.338412673,145.6253019
35.4581362,828.2960767
24.77819856,594.8048712
24.62861149,603.3053386
28.4917635,651.486741
24.94971519,607.5421478
25.44824,625.8464212
22.24873896,535.8667293
24.76187643,530.7482251
22.44803391,535.7089203
35.03345633,781.9837945
33.7442087,797.566536
22.52674945,521.2673794
28.46493296,607.8391938
23.49753209,534.3645388
26.07840506,599.2782774
28.86558895,662.5589903
22.14631706,512.5881071
26.33705248,574.4233102
25.00237968,550.7014036
26.4560508,554.7429738
22.18951589,496.4613625
15.52116187,350.6290364
17.6568394,409.4028016
28.72991474,631.3182368
27.52923218,661.4675188
27.18851714,642.3498137
10.40342267,321.7500343
17.58837197,412.0650006
24.52184673,538.31289
37.99863474,857.5266413
16.95477783,425.2655958
7.745285959,198.1215634
5.858454276,170.2377561
26.85972289,599.1163601
24.49347704,558.636932
21.90251935,550.4412717
30.02820743,714.5600563
21.28191601,526.7008607
32.46497067,759.3774317
17.09064457,441.5087331
33.31499762,756.0377021
23.4125478,542.8391063
18.97799114,454.1892673
12.27096675,335.1568558
25.19142452,575.176896
27.06860738,594.6510092
25.72547019,621.9692088
22.31107869,520.3924054
25.11606991,587.2212461
22.15258869,537.7661123
28.29868977,639.5380115
21.71200518,467.4023646
15.11819661,374.9557024
25.37410906,604.6266727
18.43998163,463.4805082
22.87056201,550.055216
14.36142415,315.6465807
7.261348397,223.4350161
25.22777375,563.2509867
20.97115284,489.3152348
19.77514871,458.860905
41.92444647,965.4930396
28.64919191,689.8516908
29.24175192,678.7513876
15.84302201,379.5642675
20.89871624,508.7204715
30.45673953,684.8030705
24.81875357,598.6761971
19.84924077,416.8486183
22.11870569,571.7642733
34.0616734,771.7895369
9.557275885,235.3646433
25.55120003,579.3073878
19.06659113,406.516091
23.08766377,536.2081816
8.033152964,249.8842521
29.70702382,702.9940111
12.18941793,335.770416
35.09479555,807.5412872
24.96044566,564.3105317
38.18519935,856.3033039
18.98527518,482.5719881
18.70847606,436.9513113
7.223377163,216.183462
12.70471774,295.3396989
24.5288527,594.1103517
39.76412854,935.7172907
30.24724825,648.4536093
24.47243216,596.8767502
20.24414985,498.2521461
20.22642046,475.5382094
14.89697237,384.6994155
28.78743552,633.5040087
29.70418303,659.8732869
26.36974685,609.4174787
6.775206313,199.5552938
23.24671713,555.245217
24.30829573,594.3116748
25.71796257,572.5370483
21.68442569,478.5985086
26.19166817,563.3816326
21.6018917,545.9039291
18.88371892,444.8268017
0.267027698,32.54661902
19.61787546,506.2223794
20.10390047,491.4304998
23.98464085,559.1358692
29.25112258,697.1474728
34.86070051,798.0597179
11.17715183,278.7319615
26.12624136,594.8724701
39.8593964,875.0193476
20.41103121,513.8043817
17.87119907,440.6778286
18.34681936,410.860905
9.900293264,256.772593
25.05628082,583.8552306
12.08460133,278.4182651
36.99708394,851.3430963
14.73182422,322.9839774
7.107491008,221.400252
38.09660871,819.1175879
26.9236056,644.4886327
12.43313955,283.6796571
10.11973687,276.3733742
17.57423462,402.7931738
12.06247527,300.9322734
30.40761507,690.7892959
7.335445007,192.3419961
22.63297707,546.6938576
28.04640445,665.6726764
33.51453981,750.4447328
24.24037247,569.6187562
38.62886243,916.648613
0.0,10.0
24.34910395,572.6720474
26.16885914,658.6004564
5.307507347,242.5098553
17.99701481,441.0029443
30.96508651,702.6236136
29.7185162,643.0909437
32.64993621,818.135393
21.12912561,493.2266364
18.55163953,443.1136034
14.55121221,323.9446718
41.76658912,969.2916296
27.11773949,658.5937316
20.01638438,477.3151879
20.56301483,425.0120182
27.51664567,649.729072
30.22810362,679.7120584
21.67989703,505.7438672
20.05018591,473.4996311
17.29920384,405.9151588
17.19943002,428.8543561
35.44454622,800.2024937
19.11365281,445.7723999
18.95252067,450.708589
26.12213765,617.1007232
19.98286779,541.2936627
27.72143999,654.8949545
21.02639814,521.7754452
25.3804373,603.3246306
24.11359659,588.5275513
27.5990664,634.1219776
8.756004031,246.7871609
27.54196095,640.1770588
15.91667782,381.0433769
17.18894776,390.8791194
28.79315859,654.1293765
17.13279538,412.082357
8.79430294,264.123914
31.03033279,684.1584437
19.20297003,459.7353497
27.12941186,615.1753845
30.08108934,698.9718063
45.0,1000.0
18.90848865,449.8133003
15.10292191,322.888783
21.89743267,493.4202188
29.50819457,629.8937918
19.2786717,452.6263171
29.87997288,683.5447809
21.61064376,537.6648006
24.98851899,608.6299921
31.16003022,746.9463889
34.67804648,756.9625616
20.90057478,491.2306027
37.12707034,892.9477198
26.36052065,646.2669458
35.33120818,804.2600255
24.48490862,526.5470649
38.66820248,891.4136462
28.90019172,636.298374
12.12301401,297.0254137
11.5951027,257.078777
17.45516162,391.7152986
20.89661921,494.6274373
40.30376781,926.0671533
26.53021877,612.2437215
39.5131548,898.805423
22.39797728,489.5690899
9.309345599,291.7230401
19.49474317,429.4357021
22.22512228,500.0657787
18.88716165,475.2133537
21.75209218,530.356713
18.15921677,453.7856066
14.86610347,296.9065323
28.82975908,682.8085663
25.33342015,581.2620157
18.50836039,432.8197952
22.48279827,507.900282
30.08518963,691.8554843
16.99788893,448.3259814
27.28106383,612.2419632
4.865873622,188.1513313
23.40725697,501.34533
12.30161489,333.3342585
32.63285815,793.079011
16.70385182,379.318226
26.96421749,581.0740052
23.82492237,584.399945
34.47216919,809.3525195
23.05621357,552.8193512
14.93150577,377.4309279
25.11206572,571.4342569
22.27489926,524.7463643
32.89309211,755.8183987
12.58815695,306.0907189
22.36240237,566.2173038
28.95773632,655.6603879
16.352466,654.341489
44.585001,1019.172002
33.867703,884.090231
27.334266,645.950972
5.644913,65.778669
5.643731,-170.434058
0.846097,93.793007
40.442631,795.726913
27.454636,513.50788
32.695556,671.094444
-0.99136,285.30213
45.525583,1381.790446
38.789689,909.204031
8.404616,155.341631
6.909423,16.410392
6.986821,264.935064
12.90787,589.058635
23.713065,516.224298
19.165306,98.955504
12.270228,408.456889
27.980792,792.650846
4.835199,-89.361379
12.315088,335.384025
15.95173,454.578101
20.347429,470.187824
36.473622,708.342323
7.784015,364.13936
23.197487,481.76254
27.028314,401.638384
0.27607,-256.669959
27.769698,829.441694
6.355682,273.61973
1.187528,83.492206
44.495391,932.93258
45.31597,937.220187
37.61147,689.997049
12.926075,257.294825
2.785934,-213.441299
31.527418,610.48387
19.567472,417.788186
3.979874,221.656191
22.263669,516.256069
-0.314962,157.315797
42.5567,1159.771464
10.680219,432.5794
30.463592,768.657601
13.273843,331.249982
23.483333,401.280865
24.788804,687.384698
7.057868,448.13966
45.509647,1072.038995
35.981508,1103.99413
44.035448,760.27517
41.84654,769.048296
27.297099,758.460261
43.171838,1010.235515
2.336133,291.993746
7.60316,205.549842
0.216137,-80.730282
13.941186,311.741857
17.045187,180.439282
11.296103,117.772059
38.608138,1018.596319
15.480913,507.71628
11.765791,351.583125
24.592108,314.013595
4.905287,96.257869
37.307652,661.092603
1.652982,256.757172
46.35746,951.344957
35.839994,650.508514
7.737068,215.211489
-1.729416,-88.276856
37.95761,1081.341628
32.63601,634.444006
33.721351,558.055056
35.792247,489.40978
1.628188,75.127544
15.564821,294.307936
3.677584,-90.643692
40.292068,1087.223251
28.541608,756.953597
14.214003,345.398347
1.114359,273.376104
13.238134,428.085255
13.933983,220.19799
33.750703,612.685673
29.240316,794.546887
41.473424,993.626892
21.138531,523.580182
3.860118,0.631523
32.948995,842.569303
35.278467,688.004678
25.502583,576.401101
35.777392,1029.069881
22.195984,421.668505
23.613909,315.250692
18.94951,293.295382
-0.754463,177.797674
3.28668,153.519271
-0.45997,15.636238
29.18411,594.280325
13.403443,405.053667
22.919964,408.952661
42.470757,1001.408115
10.215319,154.196562
18.108763,298.499896
35.022006,700.206929
9.21111,186.039746
1.772016,75.50523
12.197821,341.715146
5.899843,-381.909501
43.555185,857.664759
37.597899,792.331028
29.036784,893.244496
40.701569,755.620077
37.379932,870.812018
7.141933,422.234748
41.735391,742.844081
24.42777,627.7475
37.564568,730.011012
41.908474,867.805821
13.58217,215.615615
3.392544,7.80112
9.168823,649.730895
18.928282,577.390631
38.082724,1026.723608
40.175799,980.145069
-1.659346,-231.689637
23.026618,597.849132
18.453139,601.472915
8.883283,107.311134
3.873403,272.690071
14.543143,462.339419
44.202575,1270.500749
13.836944,278.878053
23.42074,382.415207
32.447929,686.388288
15.817851,599.358979
45.617322,748.771156
45.159917,702.967268
10.337332,279.910446
22.365177,458.033349
12.743037,319.247368
11.957184,443.033413
-0.19254,-42.182881
27.868652,361.485337
22.631272,836.800025
0.522459,-93.549565
11.653677,135.872779
42.505028,1121.851181
9.738533,195.987346
5.099849,144.682036
21.983185,588.648978
46.296872,1200.141523
9.860708,206.261499
30.934642,936.174943
35.319361,481.836444
9.64424,365.606816
33.682601,641.179217
16.021374,594.228298
28.982986,687.63823
29.042956,566.681736
24.25296,664.328813
2.424199,230.793129
38.929822,975.911916
13.718223,184.545272
7.139407,125.323469
-0.002018,44.177067
26.953754,616.628531
31.200654,826.348223
-1.187196,-282.861712
23.09256,590.168531
9.098293,196.434451
29.613467,554.076265
6.543955,73.784371
31.855949,695.757662
16.950032,-131.861361
43.899769,881.008048
4.738526,15.070226
14.712251,440.232754
3.560203,0.345915
43.309987,941.287346
40.989628,1155.139001
10.63914,422.125724
30.339218,830.754812
38.043888,785.649286
25.20484,666.769254
23.952878,523.38315
9.850762,226.653342
2.562036,161.223401
41.963572,855.133355
42.120485,1171.997635
29.021971,643.148033
14.61246,450.929467
15.111269,587.211736
33.571828,919.481046
41.958403,733.233677
41.467235,1000.773505
36.213902,948.996524
29.459551,810.330293
2.122858,-76.64118
5.919807,73.218106
42.029155,1095.272468
27.715024,524.877806
-1.549344,-33.346704
2.972106,344.945358
30.511587,691.940418
-1.751982,-101.753708
5.879595,39.268487
24.887956,628.427168
31.902865,528.972149
29.946102,649.883863
8.989196,287.576804
32.896782,945.130011
9.625205,351.362777
13.944585,236.743963
34.578079,963.073538
29.832012,639.610506
39.611947,708.899573
30.223032,667.116437
25.847122,814.812643
2.590064,125.157629
16.018074,390.195135
10.994916,526.183875
9.955493,43.609894
45.677517,831.482973
17.261789,172.609625
41.710281,995.148145
28.925793,690.079102
36.945754,1068.492632
22.629218,566.604996
26.26829,547.495074
22.133367,519.720131
7.566906,224.749287
33.400154,510.287463
11.757846,703.511855
-0.808518,105.47437
29.628142,711.667306
6.678423,280.315473
44.082471,1096.530906
44.7425,983.189665
42.828355,868.540305
16.137776,480.801302
-1.242626,76.041491
43.48761,855.879766
18.981023,664.708564
45.366086,1061.647434
45.217379,1123.928711
39.797463,1107.0213
12.427996,314.615876
16.869789,454.123499
39.705697,1017.769448
13.529178,226.216736
6.305145,188.144176
25.283262,605.828354
43.871584,842.188301
32.10546,1080.934247
25.932997,389.834734
2.761648,-90.664569
28.135354,845.289251
46.512639,1149.22081
4.864117,-4.759158
23.398153,637.665849
40.991281,1144.010503
34.297662,775.758034
32.153771,1124.148133
32.42172,481.46122
15.615066,483.748422
12.386,485.411271
37.658697,986.07184
37.695556,822.507302
40.486544,869.443324
42.748787,1028.142024
23.055778,661.5939
22.574298,619.277084
37.116464,996.7515
29.848233,532.055096
32.396377,705.361396
36.993841,697.110946
41.610262,879.189221
14.561763,509.371387
16.403565,412.780753
2.605115,491.723253
26.335727,638.575688
-0.238829,48.663698
20.814303,507.092821
24.589587,476.44986
12.040521,294.348206
26.95083,791.922972
-0.505488,51.087377
-0.169939,-77.831795
38.307427,727.518703
15.649341,312.8796
4.225965,146.530796
23.58992,729.722652
35.729684,609.931936
8.57523,180.741354
28.521633,678.084994
2.182026,-183.434054
0.532404,-68.791796
24.036377,458.275052
24.491121,450.614137
29.234065,700.499045
33.578475,740.791576
45.816752,944.015621
23.298717,608.634625
13.824867,599.747749
36.964124,1083.364567
11.27078,-1.898106
19.5096,549.748643
1.844363,57.677596
-0.757814,51.854298
45.169772,953.692494
38.963026,897.978098
32.102736,755.941427
18.038694,344.803508
6.491422,49.575751
5.665415,99.013954
10.261902,300.02254
24.912107,668.886602
33.0152,880.799203
30.349671,621.509753
11.716761,338.657786
44.788399,1149.632306
34.156949,952.119323
25.163349,575.599762
27.974317,611.562277
18.560403,471.502235
10.138818,89.788173
15.442661,346.936485
35.134459,909.929417
-1.294719,113.359866
3.687559,83.365769
0.254129,82.938454
-0.004289,-78.958249
39.917569,1006.332482
32.479235,729.630606
21.234518,458.783593
2.793874,50.483477
22.089178,509.069245
21.200117,432.256985
6.486892,282.655197
19.258731,398.515746
17.526732,659.612559
28.176655,868.822476
29.119589,535.529303
0.219896,60.002285
16.356018,297.965101
28.667136,610.561459
22.653677,830.972346
39.968002,855.754427
30.275988,748.09212
5.983787,254.343547
1.457869,-74.00115
29.478545,548.693818
-0.700946,-151.102908
26.703003,484.544864
44.071282,562.374814
26.198235,688.303761
17.020326,717.937848
29.521123,700.044278
20.454392,271.007252
24.735223,478.827662
44.131776,922.34501
16.919029,254.998878
45.098338,1140.930526
42.362181,1074.769029
7.593766,34.351364
1.398704,183.586703
2.938122,336.857156
-1.107131,306.474105
2.627705,530.960594
31.467332,584.306051
1.488244,500.377673
13.629806,283.972762
39.39889,800.816497
-0.859675,75.457571
37.908956,770.427515
11.810884,357.956061
3.790077,-71.907329
32.140121,698.219098
28.818199,855.63528
40.996129,915.377704
34.018481,795.550205
37.370566,917.480471
11.819694,473.887604
6.694538,-59.897282
34.780123,878.321804
37.534902,809.494783
46.534752,1067.700746
18.218266,594.48947
16.228886,213.709428
36.044235,665.85368
14.699373,69.724633
43.607109,897.55194
40.062225,1103.475465
19.020707,434.616114
34.792682,589.893783
34.972601,721.918811
3.05307,-112.879108
42.225092,781.512421
22.757366,591.154543
38.496416,694.252993
13.68243,505.127328
41.880638,932.235945
17.070882,423.732079
-1.468955,-28.424401
42.363717,1069.190122
2.473047,215.336347
13.646368,387.71703
44.553036,1084.928261
44.57975,968.969285
26.098457,685.807246
28.960023,615.157497
19.973831,473.477353
12.367328,268.835051
14.104563,278.701447
30.953404,605.217709
34.866352,862.645777
36.787373,1030.276807
36.691289,1007.290824
2.469099,-90.707098
22.226595,714.830503
0.820379,14.699397
24.926915,669.464655
19.634995,329.944438
41.497505,955.98521
15.194836,417.722109
3.736284,-97.739981
5.006592,243.430835
35.314021,1003.982159
28.292685,625.331819
2.955011,312.222639
2.121233,61.86418
32.347487,865.916354
1.565387,-254.386649
38.271143,1228.31999
32.605869,968.338051
1.98609,44.726417
2.157048,-204.727158
46.345339,1081.847623
16.339269,178.6156
16.161465,458.119705
37.827179,917.717981
44.41518,856.043285
46.314052,1206.11751
34.915531,914.383045
16.43672,543.667629
2.091535,91.010018
36.080199,606.19293
25.361808,735.361226
18.786878,407.134343
42.411365,745.817671
3.448677,321.589302
22.13863,834.474889
-1.443671,7.686499
20.964371,818.251571
0.758861,74.801197
3.822078,69.722089
3.758786,30.8645
29.811305,929.656084
34.556199,668.819877
26.585069,725.201938
45.146455,929.060363
16.368658,326.788633
11.999892,456.689916
40.561357,857.608296
8.956196,176.165275
45.197904,1183.958908
-1.404431,254.324774
45.524063,1117.735686
0.114836,-50.921706
41.666013,861.710362
23.857354,568.406729
46.655275,1093.429022
1.616032,-68.695041
25.13886,692.355256
45.495824,1033.253684
23.631794,294.226368
28.840533,523.93789
32.091686,657.374057
20.272512,468.618773
28.750346,944.734738
26.631401,651.630759
42.156743,822.708883
0.226873,82.79086
11.767196,244.349456
44.570163,1049.290881
41.622925,1024.462845
20.327181,662.104319
28.386497,649.89771
11.591678,539.242948
7.217937,335.813401
20.721222,383.053457
15.314259,704.702856
26.599149,664.262644
1.808997,-41.64595
45.745346,1273.714284
46.324326,1349.859414
32.209924,730.575025
24.268722,489.693113
13.166853,301.320093
37.875956,964.238842
31.551827,913.095337
5.96823,258.384856
42.635432,974.347987
38.304325,1090.916631
44.540196,953.009074
33.560256,919.122728
28.057345,603.273038
18.493909,506.061165
43.703696,964.962566
40.437131,903.572125
0.215715,-7.151002
-0.708018,231.376894
16.446705,287.569344
37.717113,742.58808
46.37653,1357.461251
5.370428,306.669841
27.112405,268.452473
16.663652,317.371569
45.525805,749.271191
39.263827,744.18647
39.078107,412.030349
20.965965,473.869129
18.326156,266.519212
11.396947,298.208909
0.762399,-182.588316
40.371396,922.977152
37.832149,793.85227
46.986166,1277.67796
46.835205,1260.851393
25.216154,703.358862
35.680383,760.955978
44.293521,1292.451998
39.632722,661.745227
10.120057,51.308185
20.076663,462.780237
4.328811,475.762393
44.7485,974.050514
27.702557,611.38774
9.203497,25.901067
30.913334,849.614653
28.288284,794.411069
15.549973,496.640349
3.564322,26.880153
30.907087,601.585242
23.495077,354.682569
35.843601,826.028903
23.488012,386.438291
39.756894,720.750727
25.043435,518.299703
25.485961,517.969236
40.956027,842.380183
17.77066,495.865344
4.566746,154.616033
-0.589649,-11.036347
35.001726,822.847101
28.395168,504.99756
32.499909,757.538931
8.435244,248.303853
4.682202,-80.222369
-1.287311,166.580707
15.17879,238.104508
26.905967,635.33921
17.219958,588.751363
19.436271,600.466901
42.303776,957.127606
15.064518,313.494297
23.185485,684.13891
36.398998,926.561988
17.430596,325.851694
28.482248,536.359887
40.255822,597.208756
44.526511,1022.745861
5.206601,144.074998
43.402794,1145.973226
22.113698,572.887397
10.653975,473.425497
20.497652,379.770607
46.021596,1202.423691
22.138287,440.218938
14.108829,464.01512
29.036642,448.668382
9.767135,289.544354
1.717303,-216.04672
4.315106,97.292169
4.274246,202.539699
5.443232,83.408613
4.802531,-9.750691
29.402862,802.25301
6.912124,177.53285
14.937697,291.714048
41.942632,950.517751
21.22412,895.453727
30.710329,876.397493
6.443674,357.393043
7.422162,269.321276
0.002562,69.859001
6.277818,-179.961896
11.650927,192.822322
6.673514,115.849434
2.346424,-186.086702
3.911158,-44.911701
20.57816,188.976145
8.110352,212.998047
15.849223,507.510969
22.667446,696.919674
31.829347,789.585525
-0.073705,-101.25869
37.17111,552.104846
28.767119,398.172291
2.006193,-102.496077
40.805353,786.517012
43.122748,945.577043
0.99282,-86.003705
11.567005,343.716169
37.503863,814.209029
34.664725,789.750502
7.04153,366.864781
8.258117,44.880472
16.153133,454.018689
21.741626,508.954575
28.294484,601.54464
16.076768,522.363915
20.664201,619.79878
34.626076,645.366254
-0.202523,13.164351
10.36941,309.37077
32.95413,710.536271
41.865135,1030.324745
23.072195,581.761572
24.073561,835.939875
3.251429,-114.988187
19.923206,453.691637
24.098246,425.309654
9.881055,347.333022
11.192918,42.272232
16.486924,450.317598
-1.016511,-71.473685
13.781879,230.240442
8.360952,7.145668
14.04737,276.296422
3.868344,290.457677
41.635837,933.876256
27.08603,719.806018
31.276014,965.198664
36.669391,870.719287
22.423668,441.856065
2.259094,163.362268
24.318221,484.65766
26.755215,542.896671
34.526534,557.221417
19.151318,594.443577
4.251435,78.097057
11.905019,327.432781
15.791033,228.053966
29.649945,746.025725
25.968137,487.391085
15.44874,354.851945
46.339247,1170.186635
27.682966,757.068323
9.624113,247.902627
2.987341,-156.328963
5.490098,611.480454
10.051929,522.259907
5.873387,279.179208
7.141784,84.996445
11.969663,284.465419
6.495306,102.601116
41.941506,1133.787602
1.931454,125.624067
23.701058,435.443302
18.109445,362.550149
46.136552,1202.344437
3.489906,359.682186
17.494924,649.235608
45.504051,1134.157911
40.409849,873.471209
38.036531,374.24533
10.637239,317.50623
6.373492,181.227724
30.763518,725.509936
43.539423,986.558961
25.281382,388.016426
26.009022,686.170274
11.718976,390.961038
35.705154,912.83003
7.165144,340.464475
13.860283,432.653723
18.846385,387.461688
22.872909,524.683825
9.878077,270.321779
3.627004,138.762309
27.920382,793.278133
12.142897,401.769318
26.480673,924.274415
5.563773,495.10908
21.575865,519.443473
24.096882,-13.942547
0.539353,241.921827
14.49361,274.570353
4.586319,22.95599
1.105374,8.767692
46.508051,975.136047
13.795338,432.493809
37.683848,618.994221
10.477392,107.846427
31.393633,769.498368
35.251165,894.185656
27.186298,724.035313
21.107233,379.39143
18.180205,287.940923
15.094545,292.517814
43.546928,1014.616198
38.700351,1097.528706
45.286319,708.818547
4.090564,99.438475
33.812506,569.992223
43.978682,740.057261
6.88042,337.415919
1.258317,153.507834
34.314912,848.082413
26.149183,743.718421
39.24961,814.527372
4.848846,83.912487
36.968098,1165.420915
7.879739,176.815774
6.019141,284.173294
6.049024,175.501506
37.914161,580.609564
30.594664,394.19743
23.630206,464.700918
15.582694,537.395903
40.982826,1041.895399
17.22981,551.412441
38.013373,711.918865
19.517611,705.740471
16.470277,253.279725
20.671309,520.022747
12.767516,317.060252
34.63286,761.404266
22.633299,730.960078
9.378422,140.17206
42.079154,744.720101
16.81067,408.312299
24.63409,513.101462
42.417133,1461.01583
28.587662,759.330502
3.728004,63.372102
44.051774,831.044278
28.757695,379.457239
14.410375,200.059092
4.824332,165.523692
36.907234,1050.355475
28.383565,821.731178
24.139594,596.835895
41.800737,892.715458
36.641263,870.87465
5.432069,83.518823
13.274381,587.236728
10.175968,234.662384
34.453368,770.685717
-0.356911,-295.195556
25.924595,571.433337
35.360476,928.560684
40.961516,763.036294
14.762006,248.774139
38.241608,983.776639
3.420955,-103.309636
39.476162,1050.013459
4.246944,56.07957
17.467077,361.103497
37.067473,671.110514
5.345954,216.17484
9.233318,611.807886
33.390376,878.066568
33.28179,628.870725
29.416234,845.965061
32.003474,683.599842
24.593498,778.377769
10.338154,387.520228
14.939104,-76.291423
6.898288,42.143629
42.514078,1098.145007
26.586198,637.68433
