fecha,temperatura,mes,dia_del_ano,dia_seno,dia_coseno,mes_seno,mes_coseno,presion,punto_rocio
2010-02-22,23.0,2,53,0.7905633969115482,0.612380204990065,0.8660254037844386,0.5000000000000001,1011.0,14
2010-02-23,24.0,2,54,0.8009803309782905,0.5986906625177214,0.8660254037844386,0.5000000000000001,1011.0,13
2010-02-24,23.0,2,55,0.8111602420785621,0.5848239578463322,0.8660254037844386,0.5000000000000001,1011.0,12
2010-02-25,22.0,2,56,0.8211001178128892,0.5707841943569036,0.8660254037844386,0.5000000000000001,1011.0,11
2010-02-26,19.0,2,57,0.8307970168121247,0.5565755266413303,0.8660254037844386,0.5000000000000001,1011.0,15
2010-02-27,19.0,2,58,0.8402480696078469,0.5422021592729844,0.8660254037844386,0.5000000000000001,1011.0,16
2010-02-28,18.0,2,59,0.8494504794814806,0.527668345562516,0.8660254037844386,0.5000000000000001,1011.0,16
2010-03-01,18.0,3,60,0.8584015232918917,0.512978386299228,1.0,6.123233995736766e-17,1011.0,16
2010-03-02,18.0,3,61,0.8670985522812081,0.4981366284784055,1.0,6.123233995736766e-17,1011.0,17
2010-03-03,18.0,3,62,0.8755389928586302,0.4831474640149687,1.0,6.123233995736766e-17,1011.0,17
2010-03-04,18.0,3,63,0.8837203473619977,0.4680153284438345,1.0,6.123233995736766e-17,1011.0,17
2010-03-05,18.0,3,64,0.8916401947968874,0.452744699607371,1.0,6.123233995736766e-17,1012.0,17
2010-03-06,20.0,3,65,0.8992961915530253,0.4373400963303323,1.0,6.123233995736766e-17,1012.0,17
2010-03-07,22.0,3,66,0.9066860720977984,0.4218060770826634,1.0,6.123233995736766e-17,1012.0,17
2010-03-08,23.0,3,67,0.9138076496466616,0.4061472386305789,1.0,6.123233995736766e-17,1012.0,17
2010-03-09,25.0,3,68,0.9206588168102428,0.3903682146763026,1.0,6.123233995736766e-17,1012.0,16
2010-03-10,25.0,3,69,0.9272375462179536,0.374473674486883,1.0,6.123233995736766e-17,1011.0,16
2010-03-11,26.0,3,70,0.9335418911179212,0.3584683215124808,1.0,6.123233995736766e-17,1011.0,15
2010-03-12,26.0,3,71,0.9395699859530622,0.342356891994542,1.0,6.123233995736766e-17,1010.0,14
2010-03-13,25.0,3,72,0.945320046913132,0.3261441535642696,1.0,6.123233995736766e-17,1010.0,15
2010-03-14,25.0,3,73,0.9507903724625832,0.3098349038318025,1.0,6.123233995736766e-17,1010.0,14
2010-03-15,25.0,3,74,0.9559793438440766,0.2934339689665273,1.0,6.123233995736766e-17,1010.0,15
2010-03-16,23.0,3,75,0.9608854255574976,0.2769462022689364,1.0,6.123233995736766e-17,1010.0,15
2010-03-17,21.0,3,76,0.9655071658143364,0.2603764827344581,1.0,6.123233995736766e-17,1011.0,16
2010-03-18,20.0,3,77,0.969843196967294,0.2437297136096838,1.0,6.123233995736766e-17,1012.0,16
2010-03-19,21.0,3,78,0.9738922359149924,0.2270108209414184,1.0,6.123233995736766e-17,1012.0,16
2010-03-20,21.0,3,79,0.977653084481664,0.2102247521189836,1.0,6.123233995736766e-17,1012.0,15
2010-03-21,21.0,3,80,0.981124629771712,0.1933764744102058,1.0,6.123233995736766e-17,1012.0,15
2010-03-22,18.0,3,81,0.984305844499033,0.1764709734915216,1.0,6.123233995736766e-17,1012.0,15
2010-03-23,17.0,3,82,0.9871957872910084,0.1595132519726365,1.0,6.123233995736766e-17,1012.0,16
2010-03-24,17.0,3,83,0.9897936029670716,0.1425083279161708,1.0,6.123233995736766e-17,1012.0,15
2010-03-25,16.0,3,84,0.992098522791769,0.1254612333527364,1.0,6.123233995736766e-17,1013.0,15
2010-03-26,15.0,3,85,0.9941098647022418,0.108377012791876,1.0,6.123233995736766e-17,1013.0,15
2010-03-27,16.0,3,86,0.9958270335100596,0.0912607217293118,1.0,6.123233995736766e-17,1013.0,15
2010-03-28,16.0,3,87,0.9972495210773452,0.0741174251509443,1.0,6.123233995736766e-17,1013.0,15
2010-03-29,16.0,3,88,0.998376906467142,0.0569521960340397,1.0,6.123233995736766e-17,1014.0,15
2010-03-30,18.0,3,89,0.9992088560679752,0.0397701138460557,1.0,6.123233995736766e-17,1014.0,15
2010-03-31,21.0,3,90,0.9997451236925734,0.0225762630415454,1.0,6.123233995736766e-17,1014.0,15
2010-04-01,23.0,4,91,0.9999855506507186,0.0053757315575838,0.8660254037844387,-0.4999999999999998,1014.0,15
2010-04-02,25.0,4,92,0.9999300657962056,-0.0118263906918325,0.8660254037844387,-0.4999999999999998,1013.0,16
2010-04-03,26.0,4,93,0.9995786855478958,-0.0290250133219752,0.8660254037844387,-0.4999999999999998,1013.0,15
2010-04-04,27.0,4,94,0.9989315138848576,-0.0462150469837083,0.8660254037844387,-0.4999999999999998,1013.0,14
2010-04-05,28.0,4,95,0.9979887423155984,-0.0633914048695103,0.8660254037844387,-0.4999999999999998,1012.0,14
2010-04-06,28.0,4,96,0.9967506498213928,-0.0805490042187416,0.8660254037844387,-0.4999999999999998,1012.0,13
2010-04-07,27.0,4,97,0.9952176027737294,-0.0976827678217159,0.8660254037844387,-0.4999999999999998,1012.0,14
2010-04-08,25.0,4,98,0.9933900548258936,-0.114787625522127,0.8660254037844387,-0.4999999999999998,1012.0,16
2010-04-09,22.0,4,99,0.9912685467787256,-0.1318585157173911,0.8660254037844387,-0.4999999999999998,1013.0,16
2010-04-10,22.0,4,100,0.9888537064205885,-0.1488903868564548,0.8660254037844387,-0.4999999999999998,1013.0,17
2010-04-11,21.0,4,101,0.986146248341595,-0.1658781989346314,0.8660254037844387,-0.4999999999999998,1014.0,17
2010-04-12,22.0,4,102,0.98314697372215,-0.1828169249850199,0.8660254037844387,-0.4999999999999998,1016.0,15
2010-04-13,19.0,4,103,0.9798567700958664,-0.1997015525660636,0.8660254037844387,-0.4999999999999998,1016.0,14
2010-04-14,19.0,4,104,0.976276611086932,-0.2165270852448143,0.8660254037844387,-0.4999999999999998,1016.0,14
2010-04-15,18.0,4,105,0.9724075561219968,-0.2332885440754551,0.8660254037844387,-0.4999999999999998,1016.0,14
2010-04-16,17.0,4,106,0.9682507501166718,-0.2499809690726521,0.8660254037844387,-0.4999999999999998,1016.0,14
2010-04-17,16.0,4,107,0.9638074231367308,-0.2665994206792935,0.8660254037844387,-0.4999999999999998,1016.0,14
2010-04-18,16.0,4,108,0.9590788900341132,-0.2831389812281835,0.8660254037844387,-0.4999999999999998,1017.0,14
2010-04-19,17.0,4,109,0.9540665500578388,-0.2995947563972602,0.8660254037844387,-0.4999999999999998,1017.0,14
2010-04-20,16.0,4,110,0.9487718864399473,-0.3159618766579029,0.8660254037844387,-0.4999999999999998,1018.0,14
2010-04-21,17.0,4,111,0.9431964659565866,-0.3322354987159043,0.8660254037844387,-0.4999999999999998,1018.0,15
2010-04-22,17.0,4,112,0.9373419384643772,-0.3484108069446808,0.8660254037844387,-0.4999999999999998,1019.0,15
2010-04-23,19.0,4,113,0.9312100364121948,-0.3644830148102912,0.8660254037844387,-0.4999999999999998,1019.0,15
2010-04-24,21.0,4,114,0.9248025743285088,-0.3804473662878516,0.8660254037844387,-0.4999999999999998,1019.0,15
2010-04-25,23.0,4,115,0.9181214482844364,-0.3962991372689181,0.8660254037844387,-0.4999999999999998,1020.0,15
2010-04-26,23.0,4,116,0.9111686353326632,-0.4120336369594263,0.8660254037844387,-0.4999999999999998,1019.0,15
2010-04-27,23.0,4,117,0.9039461929224012,-0.4276462092677746,0.8660254037844387,-0.4999999999999998,1018.0,16
2010-04-28,25.0,4,118,0.8964562582905575,-0.4431322341826345,0.8660254037844387,-0.4999999999999998,1018.0,16
2010-04-29,24.0,4,119,0.8887010478292915,-0.4584871291400876,0.8660254037844387,-0.4999999999999998,1017.0,16
2010-04-30,24.0,4,120,0.8806828564301475,-0.47370635037968,0.8660254037844387,-0.4999999999999998,1017.0,16
2010-05-01,24.0,5,121,0.8724040568049612,-0.4887853942889926,0.4999999999999999,-0.8660254037844387,1017.0,16
2010-05-02,24.0,5,122,0.8638670987837349,-0.503719798736334,0.4999999999999999,-0.8660254037844387,1017.0,15
2010-05-03,22.0,5,123,0.8550745085896932,-0.518505144391157,0.4999999999999999,-0.8660254037844387,1016.0,17
2010-05-04,21.0,5,124,0.8460288880917339,-0.533137056031809,0.4999999999999999,-0.8660254037844387,1016.0,17
2010-05-05,22.0,5,125,0.8367329140344921,-0.5476112038402312,0.4999999999999999,-0.8660254037844387,1017.0,15
2010-05-06,21.0,5,126,0.8271893372462497,-0.5619233046832195,0.4999999999999999,-0.8660254037844387,1017.0,15
2010-05-07,21.0,5,127,0.8174009818249189,-0.5760691233798758,0.4999999999999999,-0.8660254037844387,1018.0,14
2010-05-08,21.0,5,128,0.8073707443023492,-0.5900444739548627,0.4999999999999999,-0.8660254037844387,1018.0,15
2010-05-09,21.0,5,129,0.7971015927871943,-0.6038452208771035,0.4999999999999999,-0.8660254037844387,1018.0,15
2010-05-10,20.0,5,130,0.7865965660866021,-0.6174672802835514,0.4999999999999999,-0.8660254037844387,1017.0,15
2010-05-11,19.0,5,131,0.7758587728069828,-0.6309066211876704,0.4999999999999999,-0.8660254037844387,1017.0,16
2010-05-12,19.0,5,132,0.7648913904341225,-0.6441592666722685,0.4999999999999999,-0.8660254037844387,1017.0,16
2010-05-13,18.0,5,133,0.753697664392914,-0.6572212950663319,0.4999999999999999,-0.8660254037844387,1017.0,16
2010-05-14,17.0,5,134,0.742280907086982,-0.6700888411055113,0.4999999999999999,-0.8660254037844387,1017.0,16
2010-05-15,18.0,5,135,0.7306444969184916,-0.6827580970759147,0.4999999999999999,-0.8660254037844387,1017.0,16
2010-05-16,18.0,5,136,0.7187918772884232,-0.6952253139408722,0.4999999999999999,-0.8660254037844387,1018.0,16
2010-05-17,19.0,5,137,0.7067265555776158,-0.7074868024503348,0.4999999999999999,-0.8660254037844387,1017.0,16
2010-05-18,21.0,5,138,0.6944521021088763,-0.719538934232584,0.4999999999999999,-0.8660254037844387,1018.0,16
2010-05-19,22.0,5,139,0.6819721490904629,-0.7313781428679254,0.4999999999999999,-0.8660254037844387,1018.0,17
2010-05-20,22.0,5,140,0.6692903895412567,-0.7430009249440493,0.4999999999999999,-0.8660254037844387,1018.0,17
2010-05-21,23.0,5,141,0.6564105761979381,-0.7544038410927472,0.4999999999999999,-0.8660254037844387,1018.0,17
2010-05-22,21.0,5,142,0.6433365204044917,-0.765583517007675,0.4999999999999999,-0.8660254037844387,1017.0,18
2010-05-23,21.0,5,143,0.6300720909843687,-0.7765366444428655,0.4999999999999999,-0.8660254037844387,1017.0,18
2010-05-24,20.0,5,144,0.6166212130956382,-0.7872599821916922,0.4999999999999999,-0.8660254037844387,1017.0,18
2010-05-25,19.0,5,145,0.6029878670694714,-0.7977503570459932,0.4999999999999999,-0.8660254037844387,1017.0,18
2010-05-26,18.0,5,146,0.5891760872322963,-0.8080046647350754,0.4999999999999999,-0.8660254037844387,1018.0,17
2010-05-27,16.0,5,147,0.5751899607119775,-0.8180198708443174,0.4999999999999999,-0.8660254037844387,1019.0,14
2010-05-28,16.0,5,148,0.5610336262283677,-0.8277930117131022,0.4999999999999999,-0.8660254037844387,1019.0,14
2010-05-29,16.0,5,149,0.5467112728685939,-0.8373211953118121,0.4999999999999999,-0.8660254037844387,1020.0,14
2010-05-30,16.0,5,150,0.5322271388474397,-0.8466016020976267,0.4999999999999999,-0.8660254037844387,1020.0,14
2010-05-31,16.0,5,151,0.5175855102531889,-0.8556314858488706,0.4999999999999999,-0.8660254037844387,1019.0,14
2010-06-01,16.0,6,152,0.5027907197793043,-0.8644081744776648,1.2246467991473532e-16,-1.0,1019.0,14
2010-06-02,16.0,6,153,0.4878471454423119,-0.8729290708206411,1.2246467991473532e-16,-1.0,1019.0,14
2010-06-03,15.0,6,154,0.4727592092862775,-0.881191653407483,1.2246467991473532e-16,-1.0,1020.0,14
2010-06-04,15.0,6,155,0.4575313760742512,-0.8891934772070711,1.2246467991473532e-16,-1.0,1019.0,14
2010-06-05,15.0,6,156,0.442168151967072,-0.8969321743510065,1.2246467991473532e-16,-1.0,1019.0,13
2010-06-06,13.0,6,157,0.4266740831899246,-0.9044054548343,1.2246467991473532e-16,-1.0,1020.0,12
2010-06-07,13.0,6,158,0.4110537546870351,-0.911611107193024,1.2246467991473532e-16,-1.0,1020.0,12
2010-06-08,12.0,6,159,0.3953117887649151,-0.9185469991587164,1.2246467991473532e-16,-1.0,1020.0,12
2010-06-09,15.0,6,160,0.3794528437245443,-0.925211078289358,1.2246467991473532e-16,-1.0,1021.0,13
2010-06-10,18.0,6,161,0.3634816124829063,-0.9316013725767188,1.2246467991473532e-16,-1.0,1021.0,14
2010-06-11,19.0,6,162,0.3474028211842774,-0.9377159910299092,1.2246467991473532e-16,-1.0,1021.0,14
2010-06-12,21.0,6,163,0.3312212278016865,-0.9435531242349544,1.2246467991473532e-16,-1.0,1021.0,14
2010-06-13,22.0,6,164,0.3149416207289519,-0.9491110448902284,1.2246467991473532e-16,-1.0,1021.0,14
2010-06-14,23.0,6,165,0.2985688173637202,-0.9543881083175908,1.2246467991473532e-16,-1.0,1020.0,13
2010-06-15,26.0,6,166,0.2821076626819194,-0.9593827529490744,1.2246467991473532e-16,-1.0,1019.0,9
2010-06-16,26.0,6,167,0.2655630278040559,-0.9640935007889756,1.2246467991473532e-16,-1.0,1019.0,8
2010-06-17,27.0,6,168,0.2489398085537665,-0.9685189578512204,1.2246467991473532e-16,-1.0,1019.0,2
2010-06-18,27.0,6,169,0.2322429240090701,-0.9726578145718654,1.2246467991473532e-16,-1.0,1018.0,3
2010-06-19,24.0,6,170,0.2154773150467301,-0.976508846196619,1.2246467991473532e-16,-1.0,1018.0,12
2010-06-20,22.0,6,171,0.1986479428801711,-0.9800709131432666,1.2246467991473532e-16,-1.0,1018.0,13
2010-06-21,19.0,6,172,0.1817597875913753,-0.9833429613388902,1.2246467991473532e-16,-1.0,1018.0,15
2010-06-22,19.0,6,173,0.1648178466571979,-0.9863240225317866,1.2246467991473532e-16,-1.0,1018.0,13
2010-06-23,17.0,6,174,0.1478271334705304,-0.9890132145779884,1.2246467991473532e-16,-1.0,1018.0,13
2010-06-24,16.0,6,175,0.1307926758567592,-0.9914097417023038,1.2246467991473532e-16,-1.0,1018.0,14
2010-06-25,15.0,6,176,0.1137195145859496,-0.9935128947338008,1.2246467991473532e-16,-1.0,1018.0,13
2010-06-26,15.0,6,177,0.0966127018812031,-0.9953220513156602,1.2246467991473532e-16,-1.0,1018.0,13
2010-06-27,15.0,6,178,0.0794772999236209,-0.9968366760893436,1.2246467991473532e-16,-1.0,1018.0,14
2010-06-28,13.0,6,179,0.062318379354325,-0.998056320853012,1.2246467991473532e-16,-1.0,1018.0,13
2010-06-29,13.0,6,180,0.0451410177739719,-0.998980624694158,1.2246467991473532e-16,-1.0,1017.0,12
2010-06-30,13.0,6,181,0.0279502982402103,-0.999609314096404,1.2246467991473532e-16,-1.0,1017.0,12
2010-07-01,12.0,7,182,0.0107513077635219,-0.9999422030204416,-0.4999999999999997,-0.8660254037844388,1017.0,12
2010-07-02,12.0,7,183,-0.0064508641981051,-0.9999791929590824,-0.4999999999999997,-0.8660254037844388,1017.0,11
2010-07-03,14.0,7,184,-0.0236511272452315,-0.9997202729664084,-0.4999999999999997,-0.8660254037844388,1017.0,13
2010-07-04,15.0,7,185,-0.0408443915432961,-0.9991655196610107,-0.4999999999999997,-0.8660254037844388,1017.0,15
2010-07-05,16.0,7,186,-0.0580255693287803,-0.9983150972033183,-0.4999999999999997,-0.8660254037844388,1017.0,15
2010-07-06,18.0,7,187,-0.0751895764147585,-0.9971692572470178,-0.4999999999999997,-0.8660254037844388,1016.0,16
2010-07-07,20.0,7,188,-0.0923313336953912,-0.9957283388645872,-0.4999999999999997,-0.8660254037844388,1016.0,15
2010-07-08,21.0,7,189,-0.1094457686489155,-0.993992768446958,-0.4999999999999997,-0.8660254037844388,1015.0,16
2010-07-09,19.0,7,190,-0.1265278168386831,-0.9919630595773395,-0.4999999999999997,-0.8660254037844388,1016.0,16
2010-07-10,16.0,7,191,-0.1435724234118113,-0.9896398128792412,-0.4999999999999997,-0.8660254037844388,1016.0,10
2010-07-11,16.0,7,192,-0.1605745445949937,-0.9870237158387384,-0.4999999999999997,-0.8660254037844388,1016.0,11
2010-07-12,16.0,7,193,-0.1775291491870349,-0.984115542601034,-0.4999999999999997,-0.8660254037844388,1016.0,11
2010-07-13,17.0,7,194,-0.1944312200476619,-0.9809161537413774,-0.4999999999999997,-0.8660254037844388,1016.0,10
2010-07-14,17.0,7,195,-0.2112757555821793,-0.9774264960104057,-0.4999999999999997,-0.8660254037844388,1016.0,7
2010-07-15,17.0,7,196,-0.2280577712215198,-0.9736476020539838,-0.4999999999999997,-0.8660254037844388,1016.0,7
2010-07-16,18.0,7,197,-0.2447723008972595,-0.9695805901076308,-0.4999999999999997,-0.8660254037844388,1016.0,5
2010-07-17,17.0,7,198,-0.2614143985111562,-0.965226663665613,-0.4999999999999997,-0.8660254037844388,1017.0,4
2010-07-18,16.0,7,199,-0.2779791393987801,-0.9605871111248128,-0.4999999999999997,-0.8660254037844388,1017.0,3
2010-07-19,17.0,7,200,-0.2944616217868012,-0.9556633054034704,-0.4999999999999997,-0.8660254037844388,1017.0,3
2010-07-20,16.0,7,201,-0.3108569682435036,-0.9504567035349152,-0.4999999999999997,-0.8660254037844388,1018.0,3
2010-07-21,16.0,7,202,-0.3271603271220951,-0.9449688462364056,-0.4999999999999997,-0.8660254037844388,1018.0,2
2010-07-22,16.0,7,203,-0.343366873996388,-0.939201357453208,-0.4999999999999997,-0.8660254037844388,1018.0,2
2010-07-23,16.0,7,204,-0.3594718130884232,-0.9331559438780432,-0.4999999999999997,-0.8660254037844388,1018.0,1
2010-07-24,16.0,7,205,-0.3754703786876202,-0.9268343944460494,-0.4999999999999997,-0.8660254037844388,1019.0,1
2010-07-25,15.0,7,206,-0.3913578365610259,-0.9202385798054076,-0.4999999999999997,-0.8660254037844388,1018.0,0
2010-07-26,15.0,7,207,-0.4071294853542516,-0.9133704517637858,-0.4999999999999997,-0.8660254037844388,1019.0,-1
2010-07-27,16.0,7,208,-0.4227806579826773,-0.9062320427107696,-0.4999999999999997,-0.8660254037844388,1019.0,-3
2010-07-28,18.0,7,209,-0.4383067230125192,-0.898825465016444,-0.4999999999999997,-0.8660254037844388,1019.0,-4
2010-07-29,19.0,7,210,-0.4537030860313442,-0.8911529104063088,-0.4999999999999997,-0.8660254037844388,1020.0,-5
2010-07-30,20.0,7,211,-0.4689651910076318,-0.8832166493127127,-0.4999999999999997,-0.8660254037844388,1020.0,-5
2010-07-31,22.0,7,212,-0.4840885216389758,-0.8750190302029955,-0.4999999999999997,-0.8660254037844388,1019.0,-7
2010-08-01,22.0,8,213,-0.4990686026885319,-0.8665624788845385,-0.8660254037844385,-0.5000000000000004,1018.0,-7
2010-08-02,23.0,8,214,-0.5139010013093103,-0.8578494977869301,-0.8660254037844385,-0.5000000000000004,1018.0,-7
2010-08-03,24.0,8,215,-0.5285813283559292,-0.8488826652214553,-0.8660254037844385,-0.5000000000000004,1017.0,-8
2010-08-04,24.0,8,216,-0.5431052396834317,-0.8396646346181327,-0.8660254037844385,-0.5000000000000004,1017.0,-10
2010-08-05,23.0,8,217,-0.5574684374327892,-0.8301981337405212,-0.8660254037844385,-0.5000000000000004,1016.0,-9
2010-08-06,23.0,8,218,-0.5716666713027052,-0.8204859638785327,-0.8660254037844385,-0.5000000000000004,1016.0,-8
2010-08-07,20.0,8,219,-0.5856957398073508,-0.8105309990194823,-0.8660254037844385,-0.5000000000000004,1017.0,-6
2010-08-08,19.0,8,220,-0.5995514915196489,-0.8003361849976323,-0.8660254037844385,-0.5000000000000004,1017.0,-5
2010-08-09,19.0,8,221,-0.6132298262997502,-0.7899045386224707,-0.8660254037844385,-0.5000000000000004,1018.0,-6
2010-08-10,18.0,8,222,-0.6267266965083301,-0.7792391467859886,-0.8660254037844385,-0.5000000000000004,1019.0,-6
2010-08-11,18.0,8,223,-0.6400381082043503,-0.7683431655492202,-0.8660254037844385,-0.5000000000000004,1019.0,-5
2010-08-12,18.0,8,224,-0.65316012232693,-0.7572198192083127,-0.8660254037844385,-0.5000000000000004,1019.0,-4
2010-08-13,17.0,8,225,-0.666088855860977,-0.7458723993404063,-0.8660254037844385,-0.5000000000000004,1019.0,-3
2010-08-14,14.0,8,226,-0.6788204829862355,-0.734304263829602,-0.8660254037844385,-0.5000000000000004,1019.0,-1
2010-08-15,13.0,8,227,-0.6913512362094071,-0.722518835873311,-0.8660254037844385,-0.5000000000000004,1019.0,1
2010-08-16,15.0,8,228,-0.7036774074790128,-0.7105196029692745,-0.8660254037844385,-0.5000000000000004,1019.0,-2
2010-08-17,9.0,8,229,-0.7157953492826642,-0.6983101158835584,-0.8660254037844385,-0.5000000000000004,1019.0,3
2010-08-18,9.0,8,230,-0.7277014757264236,-0.6858939875998223,-0.8660254037844385,-0.5000000000000004,1019.0,2
2010-08-19,8.0,8,231,-0.7393922635959241,-0.673274892250183,-0.8660254037844385,-0.5000000000000004,1019.0,2
2010-08-20,12.0,8,232,-0.7508642533989489,-0.6604565640279754,-0.8660254037844385,-0.5000000000000004,1020.0,5
2010-08-21,17.0,8,233,-0.7621140503891487,-0.6474427960827475,-0.8660254037844385,-0.5000000000000004,1020.0,3
2010-08-22,19.0,8,234,-0.7731383255706026,-0.6342374393978054,-0.8660254037844385,-0.5000000000000004,1020.0,1
2010-08-23,21.0,8,235,-0.7839338166829201,-0.620844401650647,-0.8660254037844385,-0.5000000000000004,1020.0,0
